"name","number","description","height","weight","types","abilities","evolution","legendary","mythical","baby","capture","habitat","generation","sprite","shiny"
"muk","89","Smells so awful, it can cause fainting.
Through degeneration of its nose,
it lost its sense of smell.","12","300","poison","stench|sticky-hold|poison-touch","grimer|muk","False","False","False","75","urban","generation-i","https://projectpokemon.org/images/normal-sprite/muk.gif","https://projectpokemon.org/images/shiny-sprite/muk.gif"
"shellder","90","Its hard shell repels any kind of attack. It is
vulnerable only when its shell is open.","3","40","water","shell-armor|skill-link|overcoat","shellder|cloyster","False","False","False","190","sea","generation-i","https://projectpokemon.org/images/normal-sprite/shellder.gif","https://projectpokemon.org/images/shiny-sprite/shellder.gif"
"cloyster","91","Once it slams its shell shut, it is impossible to
open, even by those with superior strength.","15","1325","water|ice","shell-armor|skill-link|overcoat","shellder|cloyster","False","False","False","60","sea","generation-i","https://projectpokemon.org/images/normal-sprite/cloyster.gif","https://projectpokemon.org/images/shiny-sprite/cloyster.gif"
"gastly","92","With its gas-like body, it can sneak into any place
it desires. However, it can be blown away by wind.","13","1","ghost|poison","levitate","gastly|haunter|gengar","False","False","False","190","cave","generation-i","https://projectpokemon.org/images/normal-sprite/gastly.gif","https://projectpokemon.org/images/shiny-sprite/gastly.gif"
"haunter","93","If you get the feeling of being watched in darkness
when nobody is around, Haunter is there.","16","1","ghost|poison","levitate","gastly|haunter|gengar","False","False","False","90","cave","generation-i","https://projectpokemon.org/images/normal-sprite/haunter.gif","https://projectpokemon.org/images/shiny-sprite/haunter.gif"
"gengar","94","It lays traps, hoping to steal the lives of those it
catches. If you stand in front of its mouth, you’ll
hear your loved ones’ voices calling out to you.","15","405","ghost|poison","cursed-body","gastly|haunter|gengar","False","False","False","45","cave","generation-i","https://projectpokemon.org/images/normal-sprite/gengar.gif","https://projectpokemon.org/images/shiny-sprite/gengar.gif"
"onix","95","It rapidly bores through the ground at 50 mph by
squirming and twisting its massive, rugged body.","88","2100","rock|ground","rock-head|sturdy|weak-armor","onix|steelix","False","False","False","45","cave","generation-i","https://projectpokemon.org/images/normal-sprite/onix.gif","https://projectpokemon.org/images/shiny-sprite/onix.gif"
"drowzee","96","If you sleep by it all the time, it will sometimes
show you dreams it had eaten in the past.","10","324","psychic","insomnia|forewarn|inner-focus","drowzee|hypno","False","False","False","190","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/drowzee.gif","https://projectpokemon.org/images/shiny-sprite/drowzee.gif"
"hypno","97","Avoid eye contact if you come across one. It will
try to put you to sleep by using its pendulum.","16","756","psychic","insomnia|forewarn|inner-focus","drowzee|hypno","False","False","False","75","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/hypno.gif","https://projectpokemon.org/images/shiny-sprite/hypno.gif"
"krabby","98","If it senses danger approaching, it cloaks itself
with bubbles from its mouth so it will look bigger.","4","65","water","hyper-cutter|shell-armor|sheer-force","krabby|kingler","False","False","False","225","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/krabby.gif","https://projectpokemon.org/images/shiny-sprite/krabby.gif"
"kingler","99","The bubbles it spews out are strongly alkaline.
Any opponents hit by them will have their bodies
quickly melted away.","13","600","water","hyper-cutter|shell-armor|sheer-force","krabby|kingler","False","False","False","60","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/kingler.gif","https://projectpokemon.org/images/shiny-sprite/kingler.gif"
"voltorb","100","It is said to camouflage itself as a Poké Ball.
It will self-destruct with very little stimulus.","5","104","electric","soundproof|static|aftermath","voltorb|electrode","False","False","False","190","urban","generation-i","https://projectpokemon.org/images/normal-sprite/voltorb.gif","https://projectpokemon.org/images/shiny-sprite/voltorb.gif"
"electrode","101","Stores electrical energy inside its body. Even the
slightest shock could trigger a huge explosion.","12","666","electric","soundproof|static|aftermath","voltorb|electrode","False","False","False","60","urban","generation-i","https://projectpokemon.org/images/normal-sprite/electrode.gif","https://projectpokemon.org/images/shiny-sprite/electrode.gif"
"exeggcute","102","These Pokémon get nervous when they’re not in a
group of six. The minute even one member of the
group goes missing, Exeggcute become cowardly.","4","25","grass|psychic","chlorophyll|harvest","exeggcute|exeggutor","False","False","False","90","forest","generation-i","https://projectpokemon.org/images/normal-sprite/exeggcute.gif","https://projectpokemon.org/images/shiny-sprite/exeggcute.gif"
"exeggutor","103","When they work together, Exeggutor’s three
heads can put out powerful psychic energy.
Cloudy days make this Pokémon sluggish.","20","1200","grass|psychic","chlorophyll|harvest","exeggcute|exeggutor","False","False","False","45","forest","generation-i","https://projectpokemon.org/images/normal-sprite/exeggutor.gif","https://projectpokemon.org/images/shiny-sprite/exeggutor.gif"
"cubone","104","This Pokémon wears the skull of its deceased
mother. Sometimes Cubone’s dreams make it cry,
but each tear Cubone sheds makes it stronger.","4","65","ground","rock-head|lightning-rod|battle-armor","cubone|marowak","False","False","False","190","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/cubone.gif","https://projectpokemon.org/images/shiny-sprite/cubone.gif"
"marowak","105","When this Pokémon evolved, the skull of its
mother fused to it. Marowak’s temperament also
turned vicious at the same time.","10","450","ground","rock-head|lightning-rod|battle-armor","cubone|marowak","False","False","False","75","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/marowak.gif","https://projectpokemon.org/images/shiny-sprite/marowak.gif"
"hitmonlee","106","The legs freely contract and stretch. The stretchy
legs allow it to hit a distant foe with a rising kick.","15","498","fighting","limber|reckless|unburden","tyrogue|hitmonlee","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/hitmonlee.gif","https://projectpokemon.org/images/shiny-sprite/hitmonlee.gif"
"hitmonchan","107","Its punches slice the air. However, it seems to
need a short break after fighting for three minutes.","14","502","fighting","keen-eye|iron-fist|inner-focus","tyrogue|hitmonlee","False","False","False","45","urban","generation-i","https://projectpokemon.org/images/normal-sprite/hitmonchan.gif","https://projectpokemon.org/images/shiny-sprite/hitmonchan.gif"
"lickitung","108","Bug Pokémon are Lickitung’s main food source.
This Pokémon paralyzes its prey with a lick from
its long tongue, then swallows the prey whole.","12","655","normal","own-tempo|oblivious|cloud-nine","lickitung|lickilicky","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/lickitung.gif","https://projectpokemon.org/images/shiny-sprite/lickitung.gif"
"koffing","109","It adores polluted air. Some claim that Koffing
used to be more plentiful in the Galar region
than they are now.","6","10","poison","levitate","koffing|weezing","False","False","False","190","urban","generation-i","https://projectpokemon.org/images/normal-sprite/koffing.gif","https://projectpokemon.org/images/shiny-sprite/koffing.gif"
"weezing","110","Long ago, during a time when droves of factories
fouled the air with pollution, Weezing changed
into this form for some reason.","12","95","poison","levitate","koffing|weezing","False","False","False","60","urban","generation-i","https://projectpokemon.org/images/normal-sprite/weezing.gif","https://projectpokemon.org/images/shiny-sprite/weezing.gif"
"rhyhorn","111","It can remember only one thing at a time. Once it
starts rushing, it forgets why it started.","10","1150","ground|rock","lightning-rod|rock-head|reckless","rhyhorn|rhydon|rhyperior","False","False","False","120","rough-terrain","generation-i","https://projectpokemon.org/images/normal-sprite/rhyhorn.gif","https://projectpokemon.org/images/shiny-sprite/rhyhorn.gif"
"rhydon","112","Protected by an armor-like hide, it is capable of
living in molten lava of 3,600 degrees Fahrenheit.","19","1200","ground|rock","lightning-rod|rock-head|reckless","rhyhorn|rhydon|rhyperior","False","False","False","60","rough-terrain","generation-i","https://projectpokemon.org/images/normal-sprite/rhydon.gif","https://projectpokemon.org/images/shiny-sprite/rhydon.gif"
"chansey","113","This species was once very slow. To protect their
eggs from other creatures, these Pokémon
became able to flee quickly.","11","346","normal","natural-cure|serene-grace|healer","happiny|chansey|blissey","False","False","False","30","urban","generation-i","https://projectpokemon.org/images/normal-sprite/chansey.gif","https://projectpokemon.org/images/shiny-sprite/chansey.gif"
"tangela","114","The vines of a Tangela have a distinct scent.
In some parts of Galar, Tangela vines are used
as herbs.","10","350","grass","chlorophyll|leaf-guard|regenerator","tangela|tangrowth","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/tangela.gif","https://projectpokemon.org/images/shiny-sprite/tangela.gif"
"kangaskhan","115","There are records of a lost human child being
raised by a childless Kangaskhan.","22","800","normal","early-bird|scrappy|inner-focus","kangaskhan","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/kangaskhan.gif","https://projectpokemon.org/images/shiny-sprite/kangaskhan.gif"
"horsea","116","They swim with dance-like motions and cause
whirlpools to form. Horsea compete to see which
of them can generate the biggest whirlpool.","4","80","water","swift-swim|sniper|damp","horsea|seadra|kingdra","False","False","False","225","sea","generation-i","https://projectpokemon.org/images/normal-sprite/horsea.gif","https://projectpokemon.org/images/shiny-sprite/horsea.gif"
"seadra","117","Seadra’s mouth is slender, but its suction power
is strong. In an instant, Seadra can suck in food
that’s larger than the opening of its mouth.","12","250","water","poison-point|sniper|damp","horsea|seadra|kingdra","False","False","False","75","sea","generation-i","https://projectpokemon.org/images/normal-sprite/seadra.gif","https://projectpokemon.org/images/shiny-sprite/seadra.gif"
"goldeen","118","Its dorsal and pectoral fins are strongly developed
like muscles. It can swim at a speed of five knots.","6","150","water","swift-swim|water-veil|lightning-rod","goldeen|seaking","False","False","False","225","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/goldeen.gif","https://projectpokemon.org/images/shiny-sprite/goldeen.gif"
